location,sample date,Dissolved oxygen,Water temperature
Tansanee,18-Nov-13,9.7,10
Decha,21-Nov-13,13.3,4
Chai,21-Nov-13,9.84,8
Chai,21-Nov-13,9.91,8
Kohsoom,21-Nov-13,10.35,6
Somchair,22-Nov-13,8.89,7
Busarakhan,22-Nov-13,9.04,6
Chai,30-Nov-13,7.93,6
Chai,30-Nov-13,7.63,5.8
Chai,05-Dec-13,8.16,6.5
Chai,05-Dec-13,8.6,6.5
Chai,05-Dec-13,8.54,6.5
Kannika,07-Dec-13,11.9,5
Kannika,07-Dec-13,12.07,5.2
Kannika,07-Dec-13,12.21,5.2
Sakda,07-Dec-13,11.42,5
Sakda,07-Dec-13,11.65,5
Sakda,07-Dec-13,11.12,5
Somchair,09-Dec-13,10.86,2
Busarakhan,09-Dec-13,11.23,3
Kohsoom,12-Dec-13,8.43,8.5
Decha,13-Dec-13,12.5,6.5
Achara,13-Dec-13,9.9,8
Chai,13-Dec-13,10.5,5
Chai,13-Dec-13,10.61,5
Chai,13-Dec-13,10.56,5
Boonsri,14-Dec-13,11.03,6.5
Boonsri,14-Dec-13,11.12,6.5
Boonsri,14-Dec-13,10.95,6.5
Tansanee,14-Dec-13,13.97,7
Chai,15-Dec-13,9.98,9
Chai,15-Dec-13,10.05,6
Chai,15-Dec-13,10.11,6
Somchair,19-Dec-13,11.69,2.5
Busarakhan,19-Dec-13,11.9,3
Somchair,27-Dec-13,10.95,3
Busarakhan,27-Dec-13,10.84,3
Tansanee,06-Jan-14,12.36,2
Kannika,11-Jan-14,12.91,4
Kannika,11-Jan-14,12.62,4
Kannika,11-Jan-14,12.5,4
Achara,16-Jan-14,12,2
Sakda,17-Jan-14,12.06,4
Sakda,17-Jan-14,12.12,4
Sakda,17-Jan-14,12.05,4
Decha,18-Jan-14,14.5,1
Boonsri,23-Jan-14,12.09,4
Boonsri,23-Jan-14,12.34,4.5
Boonsri,23-Jan-14,12.49,4.5
Chai,23-Jan-14,12.26,1.5
Chai,23-Jan-14,12.6,1
Chai,23-Jan-14,12.96,0.5
Kohsoom,23-Jan-14,8.37,5
Somchair,24-Jan-14,12.87,5
Busarakhan,24-Jan-14,13.4,5.5
Chai,30-Jan-14,12.84,1
Chai,30-Jan-14,12.51,1
Chai,30-Jan-14,12.92,1
Achara,15-Feb-14,15.1,1
Decha,16-Feb-14,12.3,1
Boonsri,24-Feb-14,12.69,1
Boonsri,24-Feb-14,12.95,1
Boonsri,24-Feb-14,12.77,1
Kohsoom,28-Feb-14,11.93,1.5
Chai,08-Mar-14,11.5,3
Chai,08-Mar-14,11.3,3
Chai,08-Mar-14,11.7,3
Somchair,12-Mar-14,11.88,1.5
Busarakhan,12-Mar-14,11.54,3
Kannika,13-Mar-14,12.17,5.3
Kannika,13-Mar-14,12.14,5.3
Kannika,13-Mar-14,12.25,5.2
Sakda,13-Mar-14,12.21,5.2
Sakda,13-Mar-14,12.16,5.4
Sakda,13-Mar-14,12.26,5.4
Chai,14-Mar-14,11.5,6
Chai,14-Mar-14,11.4,6
Chai,14-Mar-14,11.3,6
Boonsri,15-Mar-14,10.28,5
Somchair,15-Mar-14,13.28,3
Busarakhan,15-Mar-14,12.43,3
Achara,19-Mar-14,10.9,14
Chai,19-Mar-14,9.96,8
Chai,19-Mar-14,9.89,8
Chai,19-Mar-14,9.91,8
Boonsri,20-Mar-14,11.33,8
Boonsri,20-Mar-14,11.1,7.5
Boonsri,20-Mar-14,11.28,8
Decha,20-Mar-14,12.6,4.6
Somchair,21-Mar-14,9.88,7
Busarakhan,21-Mar-14,11.43,6
Kohsoom,26-Mar-14,8.2,13.5
Tansanee,28-Mar-14,8.28,5
Chai,28-Mar-14,9.6,10
Chai,28-Mar-14,9.47,10.5
Chai,28-Mar-14,9.9,10
Kannika,03-Apr-14,10.35,10.7
Kannika,03-Apr-14,10.29,10.5
Kannika,03-Apr-14,10.47,10.7
Sakda,03-Apr-14,10.8,10.6
Sakda,03-Apr-14,10.77,10.5
Sakda,03-Apr-14,10.85,10
Somchair,06-Apr-14,7.62,12.8
Busarakhan,06-Apr-14,7.2,11.98
Chai,09-Apr-14,7.35,12.7
Chai,09-Apr-14,7.54,12
Chai,09-Apr-14,7.48,12.6
Boonsri,11-Apr-14,10.44,12
Boonsri,11-Apr-14,10.87,11.5
Boonsri,11-Apr-14,11.23,12
Somchair,18-Apr-14,8.43,11.7
Busarakhan,18-Apr-14,8.21,13.9
Achara,18-Apr-14,9,11
Decha,19-Apr-14,9.8,13
Boonsri,23-Apr-14,9.71,14
Boonsri,23-Apr-14,9.81,14
Boonsri,23-Apr-14,9.45,14
Kohsoom,23-Apr-14,8.22,18
Chai,26-Apr-14,9.11,15.1
Chai,26-Apr-14,9.12,15
Chai,26-Apr-14,9.02,15
Somchair,02-May-14,8.13,18.75
Busarakhan,02-May-14,7.91,22.11
Kannika,08-May-14,8.59,19.6
Kannika,08-May-14,8.53,19.7
Kannika,08-May-14,8.45,19.5
Sakda,08-May-14,8.14,20
Sakda,08-May-14,8.85,20
Sakda,08-May-14,10.02,20
Somchair,14-May-14,8.28,17.3
Busarakhan,14-May-14,7.33,19.64
Decha,15-May-14,12.8,15
Boonsri,16-May-14,7.28,17
Boonsri,16-May-14,7.37,16.5
Boonsri,16-May-14,8.03,16.5
Achara,16-May-14,8.7,10
Chai,16-May-14,7.92,21
Chai,16-May-14,8.52,21
Chai,16-May-14,8.49,21
Boonsri,22-May-14,10.03,18
Chai,23-May-14,9.01,19.46
Chai,23-May-14,9.08,19.3
Chai,23-May-14,8.96,19.28
Somchair,28-May-14,11.09,17
Busarakhan,28-May-14,9.68,20
Kohsoom,28-May-14,7.01,18.5
Somchair,05-Jun-14,7.15,24
Busarakhan,05-Jun-14,4.06,23.5
Somchair,11-Jun-14,7.65,25
Busarakhan,11-Jun-14,7.3,24.2
Kannika,12-Jun-14,8.19,21.5
Kannika,12-Jun-14,8.07,21.5
Kannika,12-Jun-14,8.14,21.5
Chai,13-Jun-14,8.74,22
Chai,13-Jun-14,8.3,22
Chai,13-Jun-14,8.43,22
Boonsri,14-Jun-14,7.7,22
Boonsri,14-Jun-14,7.78,22
Boonsri,14-Jun-14,7.61,22
Sakda,19-Jun-14,7.83,26
Sakda,19-Jun-14,7.7,26
Sakda,19-Jun-14,7.79,25.8
Achara,20-Jun-14,8.3,21
Chai,20-Jun-14,7.28,25.5
Chai,20-Jun-14,7.45,25
Chai,20-Jun-14,7.01,25
Boonsri,21-Jun-14,7.53,23.5
Boonsri,21-Jun-14,7.19,23.5
Boonsri,21-Jun-14,8.1,23.5
Decha,21-Jun-14,11.7,23
Kohsoom,25-Jun-14,6.57,29.5
Tansanee,27-Jun-14,5.85,21
Sakda,04-Jul-14,6.87,26.7
Sakda,04-Jul-14,6.73,26.6
Sakda,04-Jul-14,6.7,26.7
Kannika,10-Jul-14,7.31,27.1
Kannika,10-Jul-14,7.42,27
Kannika,10-Jul-14,7.35,27.2
Somchair,12-Jul-14,6.35,29
Busarakhan,12-Jul-14,6.19,29
Boonsri,16-Jul-14,7.64,28
Boonsri,16-Jul-14,7.15,28
Boonsri,16-Jul-14,7.06,28
Chai,16-Jul-14,6.7,28.5
Chai,16-Jul-14,6.98,28.4
Chai,16-Jul-14,6.91,28.5
Decha,17-Jul-14,7.9,20.1
Achara,18-Jul-14,8.7,22
Boonsri,23-Jul-14,8.07,24
Boonsri,23-Jul-14,7.33,24
Boonsri,23-Jul-14,7.2,24
Kohsoom,23-Jul-14,6.12,28
Tansanee,26-Jul-14,2.72,29
Boonsri,01-Aug-14,6.64,25
Boonsri,01-Aug-14,6.41,24.5
Boonsri,01-Aug-14,6.2,24.7
Somchair,09-Aug-14,7.58,28
Busarakhan,09-Aug-14,6.34,30
Chai,13-Aug-14,7.15,25
Chai,13-Aug-14,7.1,25
Chai,13-Aug-14,7.09,25
Kannika,14-Aug-14,7.42,25.7
Kannika,14-Aug-14,7.49,25.5
Kannika,14-Aug-14,7.36,25.7
Decha,16-Aug-14,7.6,15
Achara,16-Aug-14,9.6,20
Somchair,22-Aug-14,7.66,26.2
Busarakhan,22-Aug-14,7.08,25.9
Sakda,22-Aug-14,6.5,25.4
Sakda,22-Aug-14,6.3,28.2
Sakda,22-Aug-14,6.4,25
Chai,23-Aug-14,7.36,28.5
Chai,23-Aug-14,7.1,28.5
Chai,23-Aug-14,7.08,28.5
Boonsri,27-Aug-14,7.25,24.2
Boonsri,27-Aug-14,7.43,24.1
Boonsri,27-Aug-14,7.41,24.2
Somchair,27-Aug-14,7.84,28
Busarakhan,27-Aug-14,7.65,27
Kohsoom,27-Aug-14,5.17,26.5
Chai,29-Aug-14,8.5,20
Chai,29-Aug-14,8.02,20
Chai,29-Aug-14,7.35,20
Decha,31-Aug-14,7.2,16.2
Somchair,03-Sep-14,8.03,23.5
Busarakhan,03-Sep-14,7.91,24
Tansanee,03-Sep-14,9.8,23
Kannika,06-Sep-14,7.89,24.1
Kannika,06-Sep-14,7.94,24
Kannika,06-Sep-14,7.98,24.2
Sakda,06-Sep-14,6.87,24
Sakda,06-Sep-14,6.83,24
Sakda,06-Sep-14,6.76,24
Boonsri,10-Sep-14,7.85,23.5
Somchair,10-Sep-14,7.28,22.4
Busarakhan,10-Sep-14,7.25,24
Kannika,11-Sep-14,7.9,23.3
Kannika,11-Sep-14,7.8,23.3
Kannika,11-Sep-14,8.25,23.5
Sakda,12-Sep-14,7.32,22.83
Sakda,12-Sep-14,7.43,22.84
Sakda,12-Sep-14,7.47,22.66
Tansanee,14-Sep-14,10.46,21
Boonsri,17-Sep-14,6.89,21
Boonsri,17-Sep-14,7.2,22
Boonsri,17-Sep-14,6.63,21
Somchair,18-Sep-14,8.48,20.5
Busarakhan,18-Sep-14,7.01,24
Achara,19-Sep-14,8.3,19.4
Decha,20-Sep-14,6.6,16.5
Kohsoom,24-Sep-14,6.18,21.5
Chai,08-Oct-14,9.29,19.5
Chai,08-Oct-14,8.6,19.5
Chai,08-Oct-14,8.73,19.5
Kannika,09-Oct-14,9.18,19.5
Kannika,09-Oct-14,8.69,20
Kannika,09-Oct-14,8.19,20
Somchair,10-Oct-14,8.57,15.5
Busarakhan,10-Oct-14,9.3,17.2
Boonsri,11-Oct-14,8.58,18
Sakda,15-Oct-14,7.79,18.4
Sakda,15-Oct-14,7.96,18.4
Sakda,15-Oct-14,7.85,18.3
Chai,16-Oct-14,8.88,18.5
Chai,16-Oct-14,8.86,18.5
Chai,16-Oct-14,8.8,18.5
Somchair,17-Oct-14,8.97,16.5
Busarakhan,17-Oct-14,8.83,16.8
Achara,17-Oct-14,10.3,16
Tansanee,17-Oct-14,7.11,19
Decha,18-Oct-14,9.7,10.8
Boonsri,23-Oct-14,8.89,16
Boonsri,23-Oct-14,8.66,15.5
Boonsri,23-Oct-14,8.43,16
Tansanee,25-Oct-14,8.79,13
Kohsoom,29-Oct-14,7.2,16
Boonsri,31-Oct-14,9.62,13
Boonsri,31-Oct-14,9.57,13
Boonsri,31-Oct-14,8.99,13
Somchair,02-Nov-14,9.72,12.5
Busarakhan,02-Nov-14,9.26,12
Chai,06-Nov-14,9.62,14.2
Chai,06-Nov-14,9.65,14.1
Chai,06-Nov-14,9.74,14.1
Kannika,06-Nov-14,9.42,14
Kannika,06-Nov-14,9.54,14
Kannika,06-Nov-14,9.47,14
Sakda,06-Nov-14,9.44,15
Sakda,06-Nov-14,9.56,15
Sakda,06-Nov-14,9.49,15
Tansanee,07-Nov-14,9.1,13
Boonsri,12-Nov-14,10.11,11
Boonsri,12-Nov-14,11.36,10.5
Boonsri,12-Nov-14,11.14,10.5
Chai,12-Nov-14,9.78,11.5
Chai,12-Nov-14,10.03,11.5
Chai,12-Nov-14,10.01,11.6
Somchair,13-Nov-14,11.25,10
Busarakhan,13-Nov-14,10.9,10
Boonsri,19-Nov-14,11.14,9.5
Decha,20-Nov-14,13.8,4
Chai,20-Nov-14,10.52,10
Chai,20-Nov-14,10.3,10
Chai,20-Nov-14,10.63,10
Somchair,21-Nov-14,11.5,8
Busarakhan,21-Nov-14,11.1,8
Achara,21-Nov-14,10.7,10
Tansanee,22-Nov-14,10.38,7
Kohsoom,26-Nov-14,8.93,10
Boonsri,27-Nov-14,8.42,8.5
Boonsri,27-Nov-14,8.82,8.5
Boonsri,27-Nov-14,8.8,8.5
Chai,28-Nov-14,10.18,9.1
Chai,28-Nov-14,10.12,9
Chai,28-Nov-14,10.17,9
Tansanee,03-Dec-14,10.42,7
Boonsri,05-Dec-14,10.98,9
Chai,05-Dec-14,10.85,8.1
Chai,05-Dec-14,10.95,8
Chai,05-Dec-14,10.93,8
Somchair,06-Dec-14,10.95,3
Busarakhan,06-Dec-14,10.77,4
Tansanee,10-Dec-14,13.54,5
Chai,10-Dec-14,10.9,5
Chai,10-Dec-14,11.15,5
Chai,10-Dec-14,11.14,5
Boonsri,11-Dec-14,12.26,5
Boonsri,11-Dec-14,11.97,5
Boonsri,11-Dec-14,11.04,5
Somchair,11-Dec-14,10.12,5
Busarakhan,11-Dec-14,10.02,3.5
Kannika,11-Dec-14,11.69,6.1
Kannika,11-Dec-14,11.18,6.1
Kannika,11-Dec-14,11.48,6
Sakda,11-Dec-14,10.95,6
Sakda,11-Dec-14,11.38,6
Sakda,11-Dec-14,10.89,6
Achara,12-Dec-14,11.8,1
Somchair,13-Dec-14,10.03,1.4
Busarakhan,13-Dec-14,9.98,1.2
Kohsoom,17-Dec-14,9.69,4
Kannika,08-Jan-15,12.86,2.5
Kannika,08-Jan-15,12.5,2.5
Kannika,08-Jan-15,12.59,2.5
Sakda,08-Jan-15,12.58,2
Sakda,08-Jan-15,12.4,2
Sakda,08-Jan-15,12.69,2
Boonsri,09-Jan-15,11.62,1.5
Boonsri,09-Jan-15,11.19,2
Boonsri,09-Jan-15,10.89,2
Chai,09-Jan-15,11.51,2
Chai,09-Jan-15,11.92,2
Chai,09-Jan-15,11.8,2
Somchair,16-Jan-15,11.3,1.2
Busarakhan,16-Jan-15,11.95,2
Decha,17-Jan-15,13.5,2
Achara,17-Jan-15,12.5,6
Tansanee,22-Jan-15,8.92,3
Kohsoom,28-Jan-15,9,3.5
Somchair,31-Jan-15,11.6,0.5
Busarakhan,31-Jan-15,13.1,1
Tansanee,05-Feb-15,10.15,15
Chai,06-Feb-15,10.27,5.6
Kannika,12-Feb-15,12.15,4
Kannika,12-Feb-15,12.04,4
Kannika,12-Feb-15,12.19,4
Sakda,12-Feb-15,11.23,4.1
Sakda,12-Feb-15,11.18,4
Sakda,12-Feb-15,11.26,4.1
Chai,13-Feb-15,10.48,6.8
Chai,13-Feb-15,10.85,6.7
Chai,13-Feb-15,10.94,6.7
Somchair,14-Feb-15,11.93,2
Busarakhan,14-Feb-15,12.37,3
Decha,14-Feb-15,12.3,5.2
Boonsri,18-Feb-15,11.91,4
Boonsri,18-Feb-15,11.23,4
Boonsri,18-Feb-15,11.85,4
Achara,21-Feb-15,13.3,3
Kohsoom,25-Feb-15,9.75,9
Somchair,27-Feb-15,11.21,3
Busarakhan,27-Feb-15,11.62,3.5
Kannika,12-Mar-15,11.3,6
Kannika,12-Mar-15,11.24,6
Kannika,12-Mar-15,11.16,6
Sakda,12-Mar-15,11.26,6
Sakda,12-Mar-15,11.2,6
Sakda,12-Mar-15,11.31,6
Achara,13-Mar-15,11.1,8
Chai,14-Mar-15,9.98,8.5
Chai,14-Mar-15,11.11,8.6
Chai,14-Mar-15,10.99,8.5
Somchair,15-Mar-15,7.63,8.3
Busarakhan,15-Mar-15,8.57,9.6
Boonsri,19-Mar-15,11.62,7
Boonsri,19-Mar-15,11.56,8
Boonsri,19-Mar-15,11.23,8
Tansanee,20-Mar-15,9.27,7
Chai,20-Mar-15,10.46,8.1
Chai,20-Mar-15,10.24,8
Chai,20-Mar-15,10.27,8.2
Somchair,21-Mar-15,9.16,11
Busarakhan,21-Mar-15,9.48,10
Decha,21-Mar-15,13.2,5.5
Kohsoom,25-Mar-15,10.26,4
Kannika,02-Apr-15,10.28,7.8
Kannika,02-Apr-15,10.29,7.6
Kannika,02-Apr-15,10.35,7.5
Sakda,02-Apr-15,9.98,7.9
Sakda,02-Apr-15,10.03,7.8
Sakda,02-Apr-15,10.11,7.8
Tansanee,03-Apr-15,8.42,14
Chai,03-Apr-15,11.34,7.7
Chai,03-Apr-15,11.52,7.5
Chai,03-Apr-15,11.35,7.6
Somchair,10-Apr-15,11.47,8.8
Busarakhan,10-Apr-15,9.43,12
Chai,12-Apr-15,8.65,9.3
Chai,12-Apr-15,9.67,9.3
Chai,12-Apr-15,9.89,9.5
Decha,18-Apr-15,11,13
Achara,18-Apr-15,10.7,12
Boonsri,22-Apr-15,10.43,12
Kohsoom,22-Apr-15,8.96,13.5
Somchair,23-Apr-15,9.9,12.1
Busarakhan,23-Apr-15,8.07,13.2
Somchair,10-May-15,8.4,21
Busarakhan,10-May-15,8.02,21.5
Tansanee,14-May-15,7.38,16
Kannika,14-May-15,7.56,21
Kannika,14-May-15,7.45,21
Kannika,14-May-15,7.52,21
Sakda,14-May-15,6.58,21.6
Sakda,14-May-15,6.91,20.7
Sakda,14-May-15,6.85,22.7
Boonsri,15-May-15,8.57,18
Boonsri,15-May-15,7.62,17.5
Boonsri,15-May-15,7.63,17.5
Achara,15-May-15,8.3,17
Chai,20-May-15,8.76,21.9
Chai,20-May-15,8.68,21.5
Chai,20-May-15,8.91,22
Decha,22-May-15,11.4,18.7
Somchair,27-May-15,8.73,22
Busarakhan,27-May-15,8.09,22.2
Chai,29-May-15,8.96,20.4
Chai,29-May-15,9.03,20.3
Chai,29-May-15,8.88,20.5
Kohsoom,29-May-15,8.59,21
Kannika,04-Jun-15,8.74,20
Kannika,04-Jun-15,8.82,20
Kannika,04-Jun-15,8.79,20
Somchair,06-Jun-15,5.2,23
Busarakhan,06-Jun-15,5.62,23.5
Chai,11-Jun-15,10.62,21.4
Chai,11-Jun-15,11.9,21.5
Chai,11-Jun-15,10.83,21.5
Tansanee,13-Jun-15,5.56,19.5
Boonsri,17-Jun-15,6.86,20
Boonsri,17-Jun-15,6.52,20
Boonsri,17-Jun-15,6.67,20
Somchair,17-Jun-15,7.15,25.2
Busarakhan,17-Jun-15,8.13,26.2
Decha,18-Jun-15,8.7,24.1
Chai,18-Jun-15,8.31,22.4
Chai,18-Jun-15,8.14,22.2
Chai,18-Jun-15,8.2,22.4
Sakda,18-Jun-15,7.56,23
Sakda,18-Jun-15,7.16,22.7
Sakda,18-Jun-15,7.11,22.6
Achara,20-Jun-15,7.6,23
Kohsoom,25-Jun-15,6.48,25
Kannika,02-Jul-15,7.69,22.5
Kannika,02-Jul-15,7.52,22.4
Kannika,02-Jul-15,7.58,22.5
Tansanee,10-Jul-15,8.02,19
Chai,10-Jul-15,9.8,24.5
Chai,10-Jul-15,10.1,24.3
Chai,10-Jul-15,9.6,24.5
Sakda,10-Jul-15,5.72,24.2
Sakda,10-Jul-15,5.78,24.2
Sakda,10-Jul-15,6.1,24.3
Somchair,12-Jul-15,7.21,26.5
Busarakhan,12-Jul-15,5.83,27
Boonsri,16-Jul-15,8.18,24
Boonsri,16-Jul-15,8.05,23.5
Boonsri,16-Jul-15,8.32,23.5
Achara,16-Jul-15,7.4,22
Decha,18-Jul-15,9.2,21.4
Kohsoom,18-Jul-15,6.9,25.5
Chai,22-Jul-15,8.81,25
Chai,22-Jul-15,9.01,25
Chai,22-Jul-15,8.82,25
Somchair,23-Jul-15,6.73,26.1
Busarakhan,23-Jul-15,4.31,24.1
Somchair,01-Aug-15,8.58,26
Busarakhan,01-Aug-15,7.12,26
Chai,05-Aug-15,8.53,24
Chai,05-Aug-15,8.47,24
Chai,05-Aug-15,8.49,24
Somchair,09-Aug-15,8.79,26.5
Busarakhan,09-Aug-15,7.83,28.5
Chai,12-Aug-15,10.18,28.5
Chai,12-Aug-15,8.36,28.4
Chai,12-Aug-15,8.95,28.5
Tansanee,13-Aug-15,8.93,26
Kannika,19-Aug-15,8.77,27.3
Kannika,19-Aug-15,8.52,27.1
Kannika,19-Aug-15,8.45,27.4
Boonsri,20-Aug-15,7.48,26
Boonsri,20-Aug-15,7.15,25.5
Boonsri,20-Aug-15,7.28,27
Decha,20-Aug-15,8.3,24.1
Chai,20-Aug-15,8.72,27
Chai,20-Aug-15,8.77,27
Chai,20-Aug-15,8.94,27
Sakda,20-Aug-15,6.32,26.5
Sakda,20-Aug-15,6.29,27
Sakda,20-Aug-15,6.4,26.7
Somchair,21-Aug-15,7.02,26
Busarakhan,21-Aug-15,7.67,26.5
Achara,22-Aug-15,7.6,23
Kohsoom,22-Aug-15,7.73,27
Chai,04-Sep-15,8.52,25.5
Chai,04-Sep-15,8.88,25.5
Chai,04-Sep-15,8.54,25.5
Tansanee,05-Sep-15,7.47,19
Boonsri,09-Sep-15,7.45,20
Boonsri,09-Sep-15,7.9,21
Boonsri,09-Sep-15,7.2,20.2
Somchair,09-Sep-15,8.12,19.4
Busarakhan,09-Sep-15,7.68,19
Achara,18-Sep-15,7.3,17
Decha,19-Sep-15,10.2,14.9
Kohsoom,19-Sep-15,7.19,18.5
Chai,20-Sep-15,7.965,19.1
Chai,20-Sep-15,8.11,19.3
Chai,20-Sep-15,8,19.1
Somchair,22-Sep-15,8.85,16.5
Busarakhan,22-Sep-15,8.055,17
Kannika,24-Sep-15,8.29,19.5
Kannika,24-Sep-15,8.29,19.5
Kannika,24-Sep-15,8.35,19.5
Sakda,25-Sep-15,8.02,18.8
Sakda,25-Sep-15,8.13,18.8
Sakda,25-Sep-15,8.21,18.8
Somchair,08-Oct-15,9.82,11
Busarakhan,08-Oct-15,9.61,11
Kannika,08-Oct-15,9.83,13.6
Kannika,08-Oct-15,9.4,13.6
Kannika,08-Oct-15,9.6,13.6
Sakda,08-Oct-15,9.52,13.5
Sakda,08-Oct-15,9.46,13.5
Sakda,08-Oct-15,9.54,13.5
Chai,09-Oct-15,9.43,14.5
Chai,09-Oct-15,9.24,14.5
Chai,09-Oct-15,9.3,14.2
Somchair,15-Oct-15,9.56,14
Busarakhan,15-Oct-15,9.21,13.5
Achara,16-Oct-15,8.2,15
Chai,16-Oct-15,8.41,16.3
Chai,16-Oct-15,8.86,16.3
Chai,16-Oct-15,8.8,16.2
Decha,17-Oct-15,10.5,14.9
Tansanee,17-Oct-15,8.42,16
Boonsri,21-Oct-15,8.89,14
Boonsri,21-Oct-15,9.11,14
Boonsri,21-Oct-15,9.59,14
Kohsoom,24-Oct-15,8.06,15
Chai,07-Nov-15,9.71,15.4
Chai,07-Nov-15,9.86,15.4
Chai,07-Nov-15,9.75,15.3
Boonsri,11-Nov-15,9.49,15
Somchair,11-Nov-15,10.1,12.9
Busarakhan,11-Nov-15,10.71,12.5
Tansanee,14-Nov-15,10.04,11
Kohsoom,14-Nov-15,7.57,13.5
Somchair,18-Nov-15,10.45,9.7
Busarakhan,18-Nov-15,10.24,9.1
Kannika,19-Nov-15,10.15,12.8
Kannika,19-Nov-15,10.08,12.7
Kannika,19-Nov-15,10.21,12.8
Sakda,19-Nov-15,9.67,12.8
Sakda,19-Nov-15,9.92,12.7
Sakda,19-Nov-15,9.56,12.9
Decha,20-Nov-15,10.2,9
Achara,20-Nov-15,10,11
Chai,20-Nov-15,9.98,11.8
Chai,20-Nov-15,9.97,12
Chai,20-Nov-15,10.11,12
Chai,27-Nov-15,9.62,4.3
Chai,27-Nov-15,9.54,4
Chai,27-Nov-15,9.71,4.1
Somchair,28-Nov-15,9.88,5
Busarakhan,28-Nov-15,9.96,4.8
Tansanee,04-Dec-15,12.42,5
Boonsri,09-Dec-15,11.44,5
Boonsri,09-Dec-15,11.32,5
Boonsri,09-Dec-15,11.79,5
Somchair,09-Dec-15,11.93,2
Busarakhan,09-Dec-15,11.97,2
Chai,10-Dec-15,12.27,4.3
Chai,10-Dec-15,12.34,4.3
Chai,10-Dec-15,12.24,4.2
Kannika,10-Dec-15,12.31,5.7
Kannika,10-Dec-15,12.49,5.6
Kannika,10-Dec-15,12.56,5.8
Sakda,10-Dec-15,11.65,5.9
Sakda,10-Dec-15,11.63,5.9
Sakda,10-Dec-15,11.53,5.4
Kohsoom,12-Dec-15,11.43,4
Decha,17-Dec-15,13.9,4.7
Chai,17-Dec-15,10.08,2.5
Chai,17-Dec-15,9.94,2.5
Chai,17-Dec-15,9.96,2.4
Somchair,19-Dec-15,1.43,3.1
Busarakhan,19-Dec-15,10.66,2.8
Boonsri,08-Jan-16,12.04,6
Boonsri,08-Jan-16,11.72,6
Boonsri,08-Jan-16,12.3,6
Kannika,09-Jan-16,13.51,3.4
Kannika,09-Jan-16,13.38,3.2
Kannika,09-Jan-16,13.72,3.4
Sakda,09-Jan-16,12.53,3.6
Sakda,09-Jan-16,12.43,3.3
Sakda,09-Jan-16,12.49,3.5
Somchair,14-Jan-16,11.7,2
Busarakhan,14-Jan-16,10.12,2
Achara,15-Jan-16,12.6,5
Chai,16-Jan-16,10.37,4.5
Chai,16-Jan-16,9.98,4.5
Chai,16-Jan-16,10.26,4.5
Decha,21-Jan-16,12.6,6.1
Chai,21-Jan-16,11.39,5.3
Chai,21-Jan-16,11.07,5.2
Chai,21-Jan-16,11.24,5.3
Kohsoom,23-Jan-16,8.7,3.5
Somchair,06-Feb-16,11.54,2.5
Busarakhan,06-Feb-16,11.8,3
Somchair,11-Feb-16,11.34,5.5
Busarakhan,11-Feb-16,11.42,5.6
Kannika,11-Feb-16,13,1.4
Kannika,11-Feb-16,13.04,1.4
Kannika,11-Feb-16,12.64,1.5
Sakda,11-Feb-16,12.36,1.5
Sakda,11-Feb-16,12.63,1.5
Sakda,11-Feb-16,12.53,1.5
Achara,12-Feb-16,10.9,7
Chai,12-Feb-16,11.54,6.6
Chai,12-Feb-16,11.89,6.4
Chai,12-Feb-16,11.58,6.5
Boonsri,17-Feb-16,11.06,6
Boonsri,17-Feb-16,10.49,6
Boonsri,17-Feb-16,11.3,6
Tansanee,17-Feb-16,9.71,11
Decha,18-Feb-16,13.2,6.7
Kohsoom,20-Feb-16,10.4,6
Chai,25-Feb-16,11.43,5
Chai,25-Feb-16,11.45,4.9
Chai,25-Feb-16,11.06,5
Somchair,26-Feb-16,11.08,2
Busarakhan,26-Feb-16,11.56,2.1
Tansanee,26-Feb-16,10.37,2
Chai,05-Mar-16,10.29,7
Chai,05-Mar-16,10.22,7
Chai,05-Mar-16,10.32,7
Boonsri,10-Mar-16,8.9,7
Somchair,11-Mar-16,10.98,5.8
Busarakhan,11-Mar-16,11.48,6
Kannika,11-Mar-16,11.26,6.7
Kannika,11-Mar-16,11.42,6.7
Kannika,11-Mar-16,11.24,6.6
Sakda,11-Mar-16,11.14,6.4
Sakda,11-Mar-16,11.25,6.4
Sakda,11-Mar-16,11.18,6.4
Achara,12-Mar-16,11.3,10
Boonsri,17-Mar-16,11.6,9
Boonsri,17-Mar-16,10.4,9
Boonsri,17-Mar-16,10.5,9
Chai,17-Mar-16,9.83,9.7
Chai,17-Mar-16,9.65,9.7
Chai,17-Mar-16,9.88,9.7
Decha,18-Mar-16,11.4,8.4
Somchair,20-Mar-16,9,10
Busarakhan,20-Mar-16,8.81,17
Tansanee,20-Mar-16,8.04,15
Kohsoom,20-Mar-16,6.8,15
Chai,01-Apr-16,10,12.9
Chai,01-Apr-16,10.22,12.8
Chai,01-Apr-16,10.27,12.9
Kannika,01-Apr-16,10.24,12.8
Kannika,01-Apr-16,10.33,12.8
Kannika,01-Apr-16,10.28,12.9
Sakda,01-Apr-16,10.11,13.2
Sakda,01-Apr-16,10.17,13
Sakda,01-Apr-16,10.09,13.1
Tansanee,02-Apr-16,9.82,8
Somchair,08-Apr-16,10.3,11.2
Busarakhan,08-Apr-16,9.43,12.5
Decha,11-Apr-16,9.99,13
