location,sample date,Orthophosphate-phosphorus,Total phosphorus
Boonsri,20/06/2013,0.037,0.082
Boonsri,20/06/2013,0.065,0.11
Somchair,21/06/2013,0.05,0.062
Busarakhan,21/06/2013,0.087,0.108
Kannika,22/06/2013,0.023,0.029
Kannika,22/06/2013,0.02,0.025
Kannika,22/06/2013,0.016,0.02
Sakda,23/06/2013,0.013,0.016
Sakda,23/06/2013,0.01,0.012
Sakda,23/06/2013,0.016,0.049
Kohsoom,27/06/2013,0.28,0.35
Chai,28/06/2013,0.022,0.028
Chai,28/06/2013,0.021,0.025
Chai,28/06/2013,0.015,0.019
Somchair,30/06/2013,0.025,0.062
Busarakhan,30/06/2013,0.037,0.115
Chai,04/07/2013,0.026,0.033
Chai,04/07/2013,0.028,0.034
Chai,04/07/2013,0.026,0.033
Decha,12/07/2013,0.042,0.229
Tansanee,12/07/2013,0.124,0.388
Kannika,14/07/2013,0.041,0.054
Kannika,14/07/2013,0.043,0.053
Kannika,14/07/2013,0.046,0.055
Sakda,14/07/2013,0.046,0.054
Sakda,14/07/2013,0.053,0.054
Sakda,14/07/2013,0.049,0.054
Decha,18/07/2013,0.097,0.213
Achara,18/07/2013,0.038,0.084
Chai,18/07/2013,0,0.011
Chai,18/07/2013,0.01,0.015
Chai,18/07/2013,0,0.012
Boonsri,19/07/2013,0.028,0.118
Boonsri,19/07/2013,0.023,0.099
Boonsri,19/07/2013,0.035,0.127
Somchair,19/07/2013,0.045,0.069
Busarakhan,19/07/2013,0.075,0.077
Kohsoom,25/07/2013,0.2,0.28
Decha,27/07/2013,0.052,0.121
Somchair,29/07/2013,0.019,0.019
Busarakhan,29/07/2013,0.038,0.038
Chai,01/08/2013,0.012,0.025
Chai,01/08/2013,0.012,0.027
Chai,01/08/2013,0.014,0.03
Decha,03/08/2013,0.03,0.154
Somchair,08/08/2013,0.01,0.015
Busarakhan,08/08/2013,0.016,0.021
Kannika,12/08/2013,0,0.023
Kannika,12/08/2013,0,0.011
Kannika,12/08/2013,0,0.01
Sakda,13/08/2013,0.017,0.024
Sakda,13/08/2013,0.012,0.019
Sakda,13/08/2013,0.012,0.018
Boonsri,16/08/2013,0.033,0.146
Boonsri,16/08/2013,0.025,0.083
Boonsri,16/08/2013,0.032,0.118
Achara,16/08/2013,0.018,0.028
Tansanee,17/08/2013,0.076,0.18
Decha,18/08/2013,0.06,0.12
Kohsoom,22/08/2013,0.17,0.238
Somchair,23/08/2013,0.016,0.02
Busarakhan,23/08/2013,0.03,0.036
Chai,31/08/2013,0.073,0.1
Chai,31/08/2013,0.042,0.063
Chai,31/08/2013,0.057,0.075
Chai,06/09/2013,0.042,0.045
Chai,06/09/2013,0.038,0.04
Chai,06/09/2013,0.049,0.05
Decha,07/09/2013,0,0.045
Tansanee,08/09/2013,0.071,0.079
Kannika,08/09/2013,0.024,0.03
Kannika,08/09/2013,0.023,0.029
Kannika,08/09/2013,0.036,0.044
Sakda,08/09/2013,0.042,0.054
Sakda,08/09/2013,0.052,0.066
Sakda,08/09/2013,0.067,0.084
Somchair,12/09/2013,0,0.063
Busarakhan,12/09/2013,0.011,0.068
Decha,19/09/2013,0.01,0.015
Achara,21/09/2013,0.034,0.05
Boonsri,26/09/2013,0.044,0.172
Boonsri,26/09/2013,0.031,0.147
Boonsri,26/09/2013,0.037,0.13
Somchair,26/09/2013,0.016,0.022
Busarakhan,26/09/2013,0.012,0.047
Kohsoom,26/09/2013,0.606,0.836
Chai,28/09/2013,0.022,0.045
Chai,28/09/2013,0.049,0.064
Chai,28/09/2013,0.039,0.056
Chai,04/10/2013,0.026,0.072
Chai,04/10/2013,0.018,0.072
Chai,04/10/2013,0.024,0.03
Kannika,11/10/2013,0.043,0.051
Kannika,11/10/2013,0.053,0.056
Decha,12/10/2013,0.039,0.167
Sakda,12/10/2013,0.058,0.058
Sakda,12/10/2013,0.038,0.042
Sakda,12/10/2013,0.01,0.051
Boonsri,18/10/2013,0.031,0.202
Boonsri,18/10/2013,0.027,0.168
Boonsri,18/10/2013,0.033,0.193
Achara,18/10/2013,0.022,0.051
Decha,19/10/2013,0.015,0.037
Kohsoom,24/10/2013,0.464,0.64
Somchair,25/10/2013,0.046,0.057
Busarakhan,25/10/2013,0.072,0.09
Chai,27/10/2013,0.103,0.141
Chai,27/10/2013,0.096,0.142
Chai,27/10/2013,0.124,0.153
Tansanee,28/10/2013,0.259,0.301
Somchair,02/11/2013,0.168,0.208
Busarakhan,02/11/2013,0.082,0.101
Somchair,04/11/2013,0.016,0.076
Busarakhan,04/11/2013,0.055,0.068
Tansanee,07/11/2013,0.062,0.117
Kannika,08/11/2013,0.095,0.118
Kannika,08/11/2013,0.096,0.12
Kannika,08/11/2013,0.095,0.117
Sakda,08/11/2013,0.021,0.114
Sakda,08/11/2013,0.027,0.142
Sakda,08/11/2013,0.019,0.1
Decha,09/11/2013,0.015,0.108
Chai,10/11/2013,0.083,0.103
Chai,10/11/2013,0.079,0.097
Chai,10/11/2013,0.083,0.104
Boonsri,14/11/2013,0.043,0.151
Boonsri,14/11/2013,0.04,0.143
Boonsri,14/11/2013,0.041,0.161
Achara,15/11/2013,0.018,0.094
Somchair,17/11/2013,0.026,0.032
Busarakhan,17/11/2013,0.047,0.057
Tansanee,18/11/2013,0.3,0.399
Decha,21/11/2013,0.062,0.109
Chai,21/11/2013,0.07,0.087
Chai,21/11/2013,0.072,0.09
Kohsoom,21/11/2013,0.226,0.314
Somchair,22/11/2013,0.032,0.038
Busarakhan,22/11/2013,0.05,0.061
Chai,30/11/2013,0.067,0.083
Chai,30/11/2013,0.066,0.085
Chai,05/12/2013,0.083,0.103
Chai,05/12/2013,0.074,0.091
Chai,05/12/2013,0.074,0.093
Kannika,07/12/2013,0.063,0.077
Kannika,07/12/2013,0.061,0.076
Kannika,07/12/2013,0.058,0.072
Sakda,07/12/2013,0.014,0.077
Sakda,07/12/2013,0,0.012
Sakda,07/12/2013,0.015,0.079
Somchair,09/12/2013,0.021,0.025
Busarakhan,09/12/2013,0.043,0.048
Kohsoom,12/12/2013,1.75,2.44
Decha,13/12/2013,0.015,0.062
Achara,13/12/2013,0.029,0.054
Chai,13/12/2013,0.123,0.152
Chai,13/12/2013,0.108,0.135
Chai,13/12/2013,0.104,0.128
Boonsri,14/12/2013,0.035,0.148
Boonsri,14/12/2013,0.033,0.125
Boonsri,14/12/2013,0.037,0.099
Tansanee,14/12/2013,0.165,0.278
Chai,15/12/2013,0.091,0.113
Chai,15/12/2013,0.096,0.118
Chai,15/12/2013,0.086,0.101
Somchair,19/12/2013,0.023,0.036
Busarakhan,19/12/2013,0.022,0.034
Somchair,27/12/2013,0.023,0.038
Busarakhan,27/12/2013,0.0215,0.035
Tansanee,06/01/2014,0.107,0.215
Kannika,11/01/2014,0.05868,0.113
Kannika,11/01/2014,0.0557,0.111
Kannika,11/01/2014,0.058,0.109
Achara,16/01/2014,0.02,0.108
Sakda,17/01/2014,0.0548,0.092
Sakda,17/01/2014,0.05379,0.09
Sakda,17/01/2014,0.05379,0.089
Decha,18/01/2014,0.015,0.077
Boonsri,23/01/2014,0.042,0.229
Boonsri,23/01/2014,0.008,0.147
Boonsri,23/01/2014,0.038,0.19
Decha,23/01/2014,0.015,0.084
Chai,23/01/2014,0.0626,0.25
Chai,23/01/2014,0.0597,0.092
Chai,23/01/2014,0.0584,0.073
Kohsoom,23/01/2014,0.287,0.396
Somchair,24/01/2014,0.02119,0.044
Busarakhan,24/01/2014,0.0352,0.062
Chai,30/01/2014,0.0688,0.07
Chai,30/01/2014,0.0707,0.071
Chai,30/01/2014,0.0652,0.069
Achara,15/02/2014,0.018,0.046
Decha,16/02/2014,0.015,0.102
Decha,21/02/2014,0,0.015
Boonsri,24/02/2014,0.061,0.147
Boonsri,24/02/2014,0.05,0.107
Boonsri,24/02/2014,0.079,0.146
Kohsoom,28/02/2014,0.1,0.15
Chai,08/03/2014,0.06194,0.08
Chai,08/03/2014,0.0652,0.09
Chai,08/03/2014,0.05868,0.08
Somchair,12/03/2014,0.0639,0.066
Busarakhan,12/03/2014,0.074,0.092
Kannika,13/03/2014,0.0235,0.116
Kannika,13/03/2014,0.0238,0.116
Kannika,13/03/2014,0.0258,0.117
Sakda,13/03/2014,0.0248,0.11
Sakda,13/03/2014,0.0248,0.11
Sakda,13/03/2014,0.0258,0.112
Chai,14/03/2014,0.05542,0.09
Chai,14/03/2014,0.05868,0.08
Chai,14/03/2014,0.0652,0.08
Boonsri,15/03/2014,0.012,0.071
Somchair,15/03/2014,0.092,0.092
Busarakhan,15/03/2014,0.0567,0.075
Achara,19/03/2014,0.014,0.023
Chai,19/03/2014,0.05216,0.07
Chai,19/03/2014,0.05542,0.08
Chai,19/03/2014,0.04238,0.06
Boonsri,20/03/2014,0.017,0.072
Boonsri,20/03/2014,0.021,0.069
Boonsri,20/03/2014,0.02,0.073
Decha,20/03/2014,0.486,0.66
Somchair,21/03/2014,0.0479,0.094
Busarakhan,21/03/2014,0.059,0.1
Decha,26/03/2014,0.019,0.092
Kohsoom,26/03/2014,0.119,0.166
Tansanee,28/03/2014,0.077,0.179
Chai,28/03/2014,0.05542,0.08
Chai,28/03/2014,0.06846,0.09
Chai,28/03/2014,0.05868,0.08
Kannika,03/04/2014,0.0479,0.137
Kannika,03/04/2014,0.0349,0.09
Kannika,03/04/2014,0.04075,0.11
Sakda,03/04/2014,0.0499,0.121
Sakda,03/04/2014,0.04075,0.11
Sakda,03/04/2014,0.045,0.117
Somchair,06/04/2014,0,0.018
Busarakhan,06/04/2014,0.0137,0.044
Chai,09/04/2014,0.05216,0.07
Chai,09/04/2014,0.04564,0.06
Chai,09/04/2014,0.03912,0.05
Boonsri,11/04/2014,0.021,0.067
Boonsri,11/04/2014,0.014,0.052
Boonsri,11/04/2014,0.014,0.062
Somchair,18/04/2014,0.03,0.038
Busarakhan,18/04/2014,0.07335,0.094
Achara,18/04/2014,0.024,0.075
Decha,19/04/2014,0.015,0.267
Boonsri,23/04/2014,0.014,0.066
Boonsri,23/04/2014,0.01,0.051
Boonsri,23/04/2014,0.01,0.061
Kohsoom,23/04/2014,0.171,0.237
Decha,25/04/2014,0.042,0.285
Chai,26/04/2014,0.02934,0.05
Chai,26/04/2014,0.04238,0.06
Chai,26/04/2014,0.05216,0.07
Somchair,02/05/2014,0.03,0.059
Busarakhan,02/05/2014,0.0274,0.061
Kannika,08/05/2014,0.017,0.094
Kannika,08/05/2014,0.0127,0.084
Kannika,08/05/2014,0.015,0.089
Sakda,08/05/2014,0,0.122
Sakda,08/05/2014,0,0.111
Sakda,08/05/2014,0,0.113
Somchair,14/05/2014,0.021,0.021
Busarakhan,14/05/2014,0.0372,0.043
Decha,15/05/2014,0.015,0.063
Boonsri,16/05/2014,0.127,0.136
Boonsri,16/05/2014,0.13,0.16
Boonsri,16/05/2014,0.1,0.12
Achara,16/05/2014,0.009,0.027
Tansanee,16/05/2014,0.086,0.159
Chai,16/05/2014,0.0326,0.05
Chai,16/05/2014,0.03586,0.05
Chai,16/05/2014,0.03912,0.05
Boonsri,22/05/2014,0.061,0.11
Decha,23/05/2014,0.033,0.173
Chai,23/05/2014,0.03586,0.09
Chai,23/05/2014,0.05216,0.08
Chai,23/05/2014,0.04564,0.09
Somchair,28/05/2014,0.20212,0.309
Busarakhan,28/05/2014,0.09617,0.193
Kohsoom,28/05/2014,0.199,0.275
Somchair,05/06/2014,0.0887,0.0905
Busarakhan,05/06/2014,0.0623,0.0658
Somchair,11/06/2014,0.10921,0.136
Busarakhan,11/06/2014,0.12714,0.128
Kannika,12/06/2014,0.0577,0.103
Kannika,12/06/2014,0.0528,0.1
Kannika,12/06/2014,0.0557,0.105
Chai,13/06/2014,0.029,0.047
Chai,13/06/2014,0.0225,0.051
Chai,13/06/2014,0.0297,0.046
Boonsri,14/06/2014,0.118,0.197
Boonsri,14/06/2014,0.104,0.158
Boonsri,14/06/2014,0.107,0.185
Sakda,19/06/2014,0.015,0.067
Sakda,19/06/2014,0.015,0.061
Sakda,19/06/2014,0.015,0.065
Achara,20/06/2014,0,0.031
Chai,20/06/2014,0.02009,0.021
Chai,20/06/2014,0.016,0.016
Chai,20/06/2014,0.0134,0.017
Boonsri,21/06/2014,0.156,0.221
Boonsri,21/06/2014,0.114,0.141
Boonsri,21/06/2014,0.126,0.169
Decha,21/06/2014,0.0105,0.012
Kohsoom,25/06/2014,1.054,1.442
Decha,27/06/2014,0.0105,0.015
Tansanee,27/06/2014,0.074,0.193
Sakda,04/07/2014,0.0209,0.268
Sakda,04/07/2014,0.0189,0.266
Sakda,04/07/2014,0.0199,0.261
Kannika,10/07/2014,0.02282,0.074
Kannika,10/07/2014,0.02608,0.07
Kannika,10/07/2014,0.029,0.073
Somchair,12/07/2014,0.032,0.032
Busarakhan,12/07/2014,0.05216,0.09
Boonsri,16/07/2014,0.095,0.15
Boonsri,16/07/2014,0.093,0.13
Boonsri,16/07/2014,0.089,0.14
Chai,16/07/2014,0.03423,0.039
Chai,16/07/2014,0.0248,0.026
Chai,16/07/2014,0.0339,0.036
Decha,17/07/2014,0.0105,0.225
Achara,18/07/2014,0.03,0.055
Boonsri,23/07/2014,0.105,0.163
Boonsri,23/07/2014,0.107,0.153
Boonsri,23/07/2014,0.125,0.226
Decha,23/07/2014,0.0105,0.066
Kohsoom,23/07/2014,0.312,0.424
Tansanee,26/07/2014,0,0.204
Decha,27/07/2014,0.0105,0.059
Boonsri,01/08/2014,0.105,0.184
Boonsri,01/08/2014,0.107,0.17
Boonsri,01/08/2014,0.109,0.182
Somchair,09/08/2014,0,0.011
Busarakhan,09/08/2014,0.01304,0.072
Chai,13/08/2014,0.028,0.037
Chai,13/08/2014,0.029,0.039
Chai,13/08/2014,0.0215,0.043
Kannika,14/08/2014,0.0117,0.07
Kannika,14/08/2014,0,0.065
Kannika,14/08/2014,0,0.068
Decha,16/08/2014,0.0105,0.084
Achara,16/08/2014,0.024,0.036
Decha,21/08/2014,0.0105,0.303
Somchair,22/08/2014,0.2924,0.333
Busarakhan,22/08/2014,0.2536,0.328
Sakda,22/08/2014,0.03,0.048
Sakda,22/08/2014,0.0329,0.05
Sakda,22/08/2014,0.0349,0.052
Chai,23/08/2014,0.0205,0.033
Chai,23/08/2014,0.0222,0.036
Chai,23/08/2014,0.029,0.042
Boonsri,27/08/2014,0.09,0.136
Boonsri,27/08/2014,0.078,0.127
Boonsri,27/08/2014,0.088,0.14
Somchair,27/08/2014,0.0163,0.033
Busarakhan,27/08/2014,0.05868,0.106
Kohsoom,27/08/2014,0.718,0.976
Chai,29/08/2014,0.0297,0.052
Chai,29/08/2014,0.03423,0.057
Chai,29/08/2014,0.0528,0.069
Decha,31/08/2014,0.013,0.065
Somchair,03/09/2014,0.0316,0.049
Busarakhan,03/09/2014,0.0805,0.105
Tansanee,03/09/2014,0,0.105
Chai,05/09/2014,0.0173,0.054
Chai,05/09/2014,0.029,0.061
Chai,05/09/2014,0.0421,0.058
Kannika,06/09/2014,0.0349,0.069
Kannika,06/09/2014,0.03,0.062
Kannika,06/09/2014,0.0319,0.067
Sakda,06/09/2014,0.0339,0.062
Sakda,06/09/2014,0.03,0.06
Sakda,06/09/2014,0.0319,0.065
Boonsri,10/09/2014,0.077,0.12
Somchair,10/09/2014,0.0254,0.027
Busarakhan,10/09/2014,0.0626,0.065
Kannika,11/09/2014,0.0209,0.06
Kannika,11/09/2014,0.0189,0.052
Kannika,11/09/2014,0.0189,0.057
Sakda,12/09/2014,0.0319,0.062
Sakda,12/09/2014,0.0267,0.06
Sakda,12/09/2014,0.03,0.063
Chai,13/09/2014,0.03912,0.049
Chai,13/09/2014,0.05053,0.062
Chai,13/09/2014,0.0557,0.073
Tansanee,14/09/2014,0,0.189
Boonsri,17/09/2014,0.102,0.159
Boonsri,17/09/2014,0.098,0.151
Boonsri,17/09/2014,0.099,0.152
Somchair,18/09/2014,0.0183,0.022
Busarakhan,18/09/2014,0.08313,0.095
Achara,19/09/2014,0.027,0.039
Decha,20/09/2014,0.026,0.089
Kohsoom,24/09/2014,0.447,0.608
Decha,26/09/2014,0.01,0.091
Chai,08/10/2014,0.0642,0.07
Chai,08/10/2014,0.0597,0.07
Chai,08/10/2014,0.05868,0.072
Kannika,09/10/2014,0.0287,0.081
Kannika,09/10/2014,0.0267,0.08
Kannika,09/10/2014,0.03,0.083
Somchair,10/10/2014,0.032,0.032
Busarakhan,10/10/2014,0.0414,0.067
Boonsri,11/10/2014,0.138,0.17
Sakda,15/10/2014,0.0528,0.08
Sakda,15/10/2014,0.0499,0.078
Sakda,15/10/2014,0.0509,0.081
Chai,16/10/2014,0.1017,0.121
Chai,16/10/2014,0.0857,0.109
Chai,16/10/2014,0.0857,0.114
Somchair,17/10/2014,0.0561,0.067
Busarakhan,17/10/2014,0.1099,0.115
Achara,17/10/2014,0.065,0.082
Tansanee,17/10/2014,0.115,0.32
Decha,18/10/2014,0,0.066
Boonsri,23/10/2014,0.134,0.194
Boonsri,23/10/2014,0.13,0.152
Boonsri,23/10/2014,0.148,0.179
Decha,25/10/2014,0.009,0.05
Tansanee,25/10/2014,0.115,0.176
Kohsoom,29/10/2014,0.54,0.698
Boonsri,31/10/2014,0.12,0.148
Boonsri,31/10/2014,0.11,0.13
Boonsri,31/10/2014,0.12,0.14
Somchair,02/11/2014,0.02445,0.033
Busarakhan,02/11/2014,0.0952,0.117
Chai,06/11/2014,0.05868,0.075
Chai,06/11/2014,0.0574,0.071
Chai,06/11/2014,0.06,0.074
Kannika,06/11/2014,0.0329,0.076
Kannika,06/11/2014,0.03,0.071
Kannika,06/11/2014,0.03,0.073
Sakda,06/11/2014,0.0398,0.075
Sakda,06/11/2014,0.03586,0.071
Sakda,06/11/2014,0.0378,0.073
Tansanee,07/11/2014,0.133,0.27
Boonsri,12/11/2014,0.123,0.162
Boonsri,12/11/2014,0.122,0.15
Boonsri,12/11/2014,0.144,0.17
Chai,12/11/2014,0.0453,0.099
Chai,12/11/2014,0.043,0.088
Chai,12/11/2014,0.0476,0.089
Somchair,13/11/2014,0.09,0.109
Busarakhan,13/11/2014,0.0923,0.174
Boonsri,19/11/2014,0.097,0.123
Decha,20/11/2014,0.019,0.083
Chai,20/11/2014,0.0561,0.064
Chai,20/11/2014,0.0561,0.062
Chai,20/11/2014,0.0541,0.061
Somchair,21/11/2014,0.0365,0.051
Busarakhan,21/11/2014,0.0561,0.074
Achara,21/11/2014,0.026,0.037
Tansanee,22/11/2014,0.305,0.365
Kohsoom,26/11/2014,0.53,0.548
Boonsri,27/11/2014,0.101,0.129
Boonsri,27/11/2014,0.093,0.115
Boonsri,27/11/2014,0.109,0.13
Decha,27/11/2014,0.028,0.076
Chai,28/11/2014,0.0414,0.053
Chai,28/11/2014,0.0515,0.062
Chai,28/11/2014,0.0584,0.066
Tansanee,03/12/2014,0.221,0.391
Boonsri,05/12/2014,0.145,0.17
Chai,05/12/2014,0.0659,0.09
Chai,05/12/2014,0.06194,0.09
Chai,05/12/2014,0.0531,0.08
Somchair,06/12/2014,0.0434,0.064
Busarakhan,06/12/2014,0.072,0.088
Decha,10/12/2014,0.02,0.108
Tansanee,10/12/2014,0.246,0.384
Chai,10/12/2014,0.0593,0.08
Chai,10/12/2014,0.059,0.08
Chai,10/12/2014,0.06,0.08
Boonsri,11/12/2014,0.128,0.156
Boonsri,11/12/2014,0.132,0.172
Boonsri,11/12/2014,0.098,0.153
Somchair,11/12/2014,0.0398,0.045
Busarakhan,11/12/2014,0.07009,0.081
Kannika,11/12/2014,0.05868,0.113
Kannika,11/12/2014,0.0548,0.109
Kannika,11/12/2014,0.0567,0.11
Sakda,11/12/2014,0.0267,0.065
Sakda,11/12/2014,0.0218,0.061
Sakda,11/12/2014,0.0238,0.063
Achara,12/12/2014,0.02,0.029
Somchair,13/12/2014,0.0509,0.06
Busarakhan,13/12/2014,0.06194,0.075
Decha,13/12/2014,0.039,0.18
Kohsoom,17/12/2014,0.398,0.542
Kannika,08/01/2015,0.046,0.11
Kannika,08/01/2015,0.043,0.109
Kannika,08/01/2015,0.045,0.113
Sakda,08/01/2015,0.041,0.092
Sakda,08/01/2015,0.038,0.09
Sakda,08/01/2015,0.039,0.093
Boonsri,09/01/2015,0.042,0.151
Boonsri,09/01/2015,0.04,0.141
Boonsri,09/01/2015,0.044,0.157
Chai,09/01/2015,0.055,0.062
Chai,09/01/2015,0.058,0.063
Chai,09/01/2015,0.062,0.063
Decha,14/01/2015,0.015,0.387
Chai,15/01/2015,0.057,0.085
Chai,15/01/2015,0.062,0.101
Chai,15/01/2015,0.077,0.085
Somchair,16/01/2015,0.068,0.07
Busarakhan,16/01/2015,0.047,0.054
Decha,17/01/2015,0.025,0.099
Achara,17/01/2015,0.025,0.046
Boonsri,21/01/2015,0.034,0.148
Tansanee,22/01/2015,0.03,0.196
Kohsoom,28/01/2015,0.2228,0.3033
Somchair,31/01/2015,0.03,0.04
Busarakhan,31/01/2015,0.063,0.074
Tansanee,05/02/2015,0.111,0.222
Chai,06/02/2015,0.051,0.075
Chai,06/02/2015,0.05,0.066
Chai,06/02/2015,0.01,0.05
Boonsri,12/02/2015,0.027,0.248
Kannika,12/02/2015,0.044,0.08
Kannika,12/02/2015,0.04,0.073
Kannika,12/02/2015,0.042,0.076
Sakda,12/02/2015,0.03,0.073
Sakda,12/02/2015,0.027,0.064
Sakda,12/02/2015,0.026,0.071
Chai,13/02/2015,0.067,0.084
Chai,13/02/2015,0.064,0.081
Chai,13/02/2015,0.059,0.08
Somchair,14/02/2015,0.078,0.123
Busarakhan,14/02/2015,0.09,0.144
Decha,14/02/2015,0.023,0.096
Boonsri,18/02/2015,0.043,0.265
Boonsri,18/02/2015,0.045,0.232
Boonsri,18/02/2015,0.045,0.293
Decha,20/02/2015,0.02,0.107
Achara,21/02/2015,0.013,0.045
Kohsoom,25/02/2015,0.178,0.2536
Somchair,27/02/2015,0.037,0.049
Busarakhan,27/02/2015,0.064,0.084
Boonsri,05/03/2015,0.035,0.21
Boonsri,05/03/2015,0.021,0.196
Boonsri,05/03/2015,0.02,0.164
Decha,12/03/2015,0.033,0.112
Kannika,12/03/2015,0.034,0.09
Kannika,12/03/2015,0.03,0.087
Kannika,12/03/2015,0.031,0.089
Sakda,12/03/2015,0.085,0.094
Sakda,12/03/2015,0.084,0.092
Sakda,12/03/2015,0.086,0.095
Achara,13/03/2015,0.012,0.03
Chai,14/03/2015,0.064,0.078
Chai,14/03/2015,0.072,0.094
Chai,14/03/2015,0.071,0.107
Somchair,15/03/2015,0.026,0.137
Busarakhan,15/03/2015,0.026,0.077
Boonsri,19/03/2015,0.04,0.285
Boonsri,19/03/2015,0.025,0.277
Boonsri,19/03/2015,0.03,0.232
Tansanee,20/03/2015,0.021,0.134
Chai,20/03/2015,0.051,0.114
Chai,20/03/2015,0.099,0.109
Chai,20/03/2015,0.083,0.111
Somchair,21/03/2015,0.066,0.069
Busarakhan,21/03/2015,0.054,0.067
Decha,21/03/2015,0.066,0.21
Kohsoom,25/03/2015,0.068,0.0959
Kannika,02/04/2015,0.043,0.11
Kannika,02/04/2015,0.04,0.107
Kannika,02/04/2015,0.04,0.109
Sakda,02/04/2015,0.043,0.1
Sakda,02/04/2015,0.038,0.095
Sakda,02/04/2015,0.04,0.098
Tansanee,03/04/2015,0.082,0.173
Chai,03/04/2015,0.072,0.116
Chai,03/04/2015,0.059,0.101
Chai,03/04/2015,0.075,0.113
Boonsri,08/04/2015,0.056,0.094
Boonsri,08/04/2015,0.042,0.087
Boonsri,08/04/2015,0.054,0.103
Somchair,10/04/2015,0.018,0.034
Busarakhan,10/04/2015,0.017,0.152
Decha,10/04/2015,0.045,0.129
Chai,12/04/2015,0.046,0.081
Chai,12/04/2015,0.051,0.096
Chai,12/04/2015,0.045,0.074
Decha,18/04/2015,0.016,0.075
Achara,18/04/2015,0.024,0.051
Boonsri,22/04/2015,0.025,0.068
Kohsoom,22/04/2015,0.1086,0.1824
Somchair,23/04/2015,0.056,0.06
Busarakhan,23/04/2015,0.037,0.053
Somchair,10/05/2015,0.032,0.052
Busarakhan,10/05/2015,0.048,0.061
Decha,14/05/2015,0.0136,0.058
Tansanee,14/05/2015,0.069,0.163
Kannika,14/05/2015,0.028,0.098
Kannika,14/05/2015,0.024,0.095
Kannika,14/05/2015,0.026,0.096
Sakda,14/05/2015,0.019,0.078
Sakda,14/05/2015,0.017,0.075
Sakda,14/05/2015,0.018,0.076
Boonsri,15/05/2015,0.045,0.06
Boonsri,15/05/2015,0.04,0.056
Boonsri,15/05/2015,0.044,0.063
Achara,15/05/2015,0.017,0.022
Chai,20/05/2015,0.049,0.066
Chai,20/05/2015,0.027,0.038
Chai,20/05/2015,0.035,0.051
Somchair,27/05/2015,0.082,0.101
Busarakhan,27/05/2015,0.043,0.077
Boonsri,28/05/2015,0.04,0.052
Boonsri,28/05/2015,0.039,0.055
Boonsri,28/05/2015,0.04,0.057
Chai,29/05/2015,0.102,0.102
Chai,29/05/2015,0.071,0.079
Chai,29/05/2015,0.071,0.091
Kohsoom,29/05/2015,0.2768,0.3953
Kannika,04/06/2015,0.042,0.079
Kannika,04/06/2015,0.036,0.069
Kannika,04/06/2015,0.038,0.075
Somchair,06/06/2015,0.145,0.152
Busarakhan,06/06/2015,0.107,0.122
Boonsri,10/06/2015,0.047,0.052
Boonsri,10/06/2015,0.042,0.05
Boonsri,10/06/2015,0.048,0.057
Chai,11/06/2015,0.015,0.028
Chai,11/06/2015,0.01,0.016
Chai,11/06/2015,0.018,0.022
Decha,12/06/2015,0.008,0.034
Tansanee,13/06/2015,0.109,0.176
Boonsri,17/06/2015,0.052,0.08
Boonsri,17/06/2015,0.049,0.07
Boonsri,17/06/2015,0.058,0.082
Somchair,17/06/2015,0.199,0.205
Busarakhan,17/06/2015,0.033,0.048
Decha,18/06/2015,0.034,0.036
Chai,18/06/2015,0.036,0.051
Chai,18/06/2015,0.042,0.058
Chai,18/06/2015,0.059,0.071
Sakda,18/06/2015,0.057,0.097
Sakda,18/06/2015,0.051,0.096
Sakda,18/06/2015,0.059,0.097
Kohsoom,25/06/2015,0.1931,0.2761
Kannika,02/07/2015,0.059,0.149
Kannika,02/07/2015,0.056,0.138
Kannika,02/07/2015,0.054,0.138
Decha,10/07/2015,0,0.018
Tansanee,10/07/2015,0.087,0.166
Chai,10/07/2015,0.033,0.051
Chai,10/07/2015,0.035,0.048
Chai,10/07/2015,0.039,0.062
Sakda,10/07/2015,0.066,0.105
Sakda,10/07/2015,0.059,0.096
Sakda,10/07/2015,0.062,0.101
Somchair,12/07/2015,0.056,0.067
Busarakhan,12/07/2015,0.059,0.081
Boonsri,16/07/2015,0.043,0.056
Boonsri,16/07/2015,0.047,0.055
Boonsri,16/07/2015,0.042,0.058
Achara,16/07/2015,0.023,0.031
Decha,18/07/2015,0.052,0.14
Kohsoom,18/07/2015,0.2644,0.3998
Chai,22/07/2015,0.015,0.027
Chai,22/07/2015,0.011,0.022
Chai,22/07/2015,0.02,0.033
Somchair,23/07/2015,0,0.014
Busarakhan,23/07/2015,0.032,0.047
Boonsri,24/07/2015,0.025,0.05
Boonsri,24/07/2015,0.021,0.049
Boonsri,24/07/2015,0.024,0.057
Decha,24/07/2015,0.069,0.092
Boonsri,01/08/2015,0.047,0.065
Boonsri,01/08/2015,0.045,0.055
Boonsri,01/08/2015,0.042,0.057
Somchair,01/08/2015,0.0099,0.031
Busarakhan,01/08/2015,0.03,0.179
Chai,05/08/2015,0.033,0.051
Chai,05/08/2015,0.039,0.067
Chai,05/08/2015,0.051,0.071
Somchair,09/08/2015,0.01,0.029
Busarakhan,09/08/2015,0.019,0.05
Chai,12/08/2015,0.02,0.032
Chai,12/08/2015,0.017,0.024
Chai,12/08/2015,0.023,0.042
